lemma,grammar_gloss,meaning_en,meaning_pl
porzęć,(m),parent,rodzic
porzętać,(f),parenthood,rodzicielstwo
pos,(m),step,krok
posar,"(v, 1)",happen,"stać się, zdarzać się"
posibieltać,(f),possibility,możliwość
posiblemięć,(adv),possibly,możliwie
posibły,(adj),possible,możliwy
postłaceń,(f),demand,wymaganie
postłar,"(v, 1)",demand,wymagać
postórz,(m),herdsman,pasterz
postry,(adj),next,następny
poszczer,"(v, 8)",pasture,paść
poszczyk,(m),sparrow,wróbel
poszedziar (perf. posiódszy),"(v, 4)",possess,posiadać
poszeń,(f),passion,"pasja, namiętność"
poszesórz,(m),possessor,właściciel
poszeszeń,(f),possession,"posiadłość, własność"
poszonaty,(adj),passionately,namiętny
poszta,(f),post,poczta
posztar,"(v, 1)",post,wrzucać do skrzynki pocztowej
pościcy,(adj),back,tylny
pościertać,(f),progeny,potomstwo
pościerz,(m),descendant,potomek
pościłu,(adv),after that,potem
poterz,(m),father,ojciec
potrost,(m),stepfather,ojczym
potrun,(m),grandfather,dziadek
potrza,(f),fatherland,ojczyzna
powiecz,(adv),"at once, directly",zaraz
pozyciwy,(adj),positive,pozytywny
pożyceń,(f),position,pozycja
pódz,(n),doorstep,próg
pół,(m),pole,biegun
półt,(n),music stand,pulpit
półwierz,(m),dust,kurz
półwrzy,(adj),dusty,zakurzony
półwrzyk,(m),powder,"proszek, proch"
półz,(m),knock,"uderzenie, puls"
półzar,"(v, 1)",knock,"uderzać, pulsować"
praktycy,(adj),practical,praktyczny
praktyka,(f),practice,praktyka
praktykar,"(v, 1)",practice,praktykować
prasa,(f),press,prasa
prasa: prasa stratarza,(f),gutter press,prasa brukowa
prat,(n),meadow,łąka
prawy,(adj),bended,krzywy
prąty,(adj),ready,gotowy
premier,(m),prime minister,premier
prezent,(m),present,prezent
prezes,(m),chairman,"przewodniczący, prezes"
prezydent,(m),president,prezydent
pro,(prep +2),for,dla
probabieltać,(f),probability,prawdopodobieństwo
probablemięć,(adv),probably,prawdopodobny
probabły,(adj),probable,prawdopodobnie
probaceń,(f),"inspection, examination","inspekcja, dozór"
probar,"(v, 1)","inspect, examine","doglądać, dozorować"
problem,(m),problem,problem
proboszcz,(m),snout,pysk
procedura,(f),procedure,procedura
proceń,(f),portion,"porcja, dawka"
procieceń,(f),protection,ochrona
procieżer,"(v, 7)",protect,chronić
prodyc,(m),product,produkt
prodyczer,"(v, 7)",produce,produkować
profąd,(adv),deeply,głęboko
profądtać,(f),depth,głębokość
profeca,(f),prophecy,prorocko
profesórz,(m),professor,profesor
profeta,(m),prophet,prorok
profędy,(adj),deep,głęboki
profiec,(m),advantage,"zaleta, korzyść"
profieszeń,(f),profession,"zawód, profesja"
profieszonały,(adj),professional,zawodowy
profil,(m),profile,profil
prognoza,(f),prognosis,prognoza
progrzeszeń,(f),progression,postęp
projec,(m),project,projekt
projelkoju,(adv),for some reason,z jakiegoś powodu
projer,"(v, irr.)",go ahead,iść naprzód
projewceń,(f),prohibition,zakaz
prok,(m),pig,"wieprz, świnia"
prokoju,(adv),why,dlaczego
prokód,(conj),in order to,"żeby, aby"
proletariat,(n),proletariat,proletariat
proletarz,(m),proletarian,proletariusz
prołu,(adv),"therefore, for that reason",dlatego
promiecier,"(v, irr.)",promise,obiecywać
promnięci,(adj),prominent,wybitny
pronącaceń,(f),pronunciation,wymowa
pronącar,"(v, 2)",pronounce,wymawiać
pronumik,(m),pronoun,zaimek
proporceń,(f),proportion,proporcja
proporconały,(adj),proportional,proporcjonalny
propożyceń,(f),proposal,propozycja
proprzemięć,(adv),actually,właściwie
proprzy,(adj),own,własny
propunier (pp. propusty),"(v, 7)",propose,proponować
prosieśmy,(adj),closest,najbliższy
prostokód,(conj),because,ponieważ
proszekwier (pp. prosiekity),"(v, 7)","pursue, prosecute",prześladować
prośmie,(prep +2),close to,blisko
prośmy,(adj),close,bliski
prot,(m),harbour,port
prot: prot o toszkąd,,port of call,port pośredni
prota,(f),gate,brama
protar,(prep +1),because of,z powodu
protar,"(v, 1)",carry,nosić
protest,(n),protest,protest
protestant,(m),protestant,protestant
protestanty,(adj),protestant,protestancki
protestantyzm,(m),protestantism,protestantyzm
protestar,"(v, 1)",protest,protestować
protniar,(v. irr.),"keep (promise, word)",dotrzymywać
prowar,"(v, 1)",prove,udowadniać
prowięcza,(f),province,"prowincja, województwo"
prowięczały,(adj),provincial,wojewódski
prownier,(v. irr.),"come forth, step forward","podchodzić, zbliżać się"
prowrzeb,(n),"saying, proverb",przysłowie
prójwiar,"(v, 3)",forbid,zakazywać
"prów, -owu",(m),proof,dowód
prudzieżer,"(v, 7)",waste,trwonić
pruny,(adj),prone,skłonny
prydzięci,(adj),careful,ostrożny
pryn,(n),plume,śliwka
przada,(f),prey,łupa
prze,(prep +2),in front of,przed
prze: prze tutu,(adv),above all,przede wszystkim
przec,(n),price,cena
przeciędzier,"(v, 7)",pretend,twierdzić; udawać
przecizamięć,(adv),precisely,dokładnie
przecizy,(adj),precise,dokładny
przecuzy,(adj),precious,drogocenny
przedzicz,(m),partridge,kuropatwa
przedziczer,"(v, 7)",predict,"zapowiadać, przepowiadać"
przedzier (1. przodu),"(v, 7)",lose,"tracić, gubić"
przefiarar,"(v, 1)",prefer,"preferować, woleć"
przefiaręca,(f),preference,preferencja
przefidy,(adj),treacherous,zdradziecki
przefidza,(f),treacherousness,zdradzieckość
przegrzyn,(m),foreigner,cudzoziemiec
przegrzyny,(adj),foreign,zagraniczny
przekar,"(v, 1)",beg,błagać
przekód,(conj),before,zanim
przekód: przekód nie,,"until, as long as","póki, dopóki nie"
przełu,(adv),"before, before that",przedtem
przemoterały,(adj),premature,przedwczesny
przeniczuzy,(adj),pernicious,zgubny
przeparar,"(v, 1)",prepare,przygotować
przepietwały,(adj),"eternal, endless, perpetual","wieczny, bezustanny"
przepożyceń,(f),preposition,przyimek
przeprzyściędzej,(adv),the day before yesterday,przedwczoraj
przepunier (pp. przepusty),"(v, 7)","present, introduce",przedstawić
przer,"(v, 5)",disappear,znikać
przeskrzywceń,(f),"prescription, recipe",przepis
przeskrzywier (perf. -skrzypszy),"(v, 7)",prescribe,przepisać
przeszęci,(adj),present,obecny
przeszęć,(adv),"currently, presently",obecnie
przeście,(adv),almost,prawie
prześcierz,(m),priest,ksiądz
przetekst,(m),pretext,pretekst
przewiar,"(v, 3)",suffice,starczyć
przewidziar,"(v, 4)",foresee,przewidywać
przewięca,(f),prevention,uniknięcie
przewięci,(adj),sufficient,"wystarczający, dostateczny"
przewięć,(adv),"sufficiently, enough","dostatecznie, wystarczająco"
przewiżybły,(adj),predictable,przewidywalny
przewnier,"(v, irr.)",prevent,zapobiegać
przeziętar,"(v, 1)","present, show",ukazywać
przezuna,(f),person,osoba
przezunały,(adj),personal,osobisty
przeżenierz,(m),prisoner,więzień
przeżeń,(f),prison,więzienie
przęcz,(m),prince,książę
"przęczyp, -le",(n),principle,zasada
przęczypały,(adj),"main, head, chief, principal",główny
przędzej,(adv),soon,wkrótce
przędzier,"(v, 7)",take,brać
przędź,(adv),likewise,tak samo
przotka,(f),pertica (457.20 cm),"pertica (457,20 cm)"
przyjernik,(m),predecessor,poprzednik
przyjerzy,(adj),previous,poprzedni
przykieł,(n),danger,niebezpieczeństwo
przykłuzy,(adj),dangerous,niebezpieczny
przymarzy,(adj),excellent,wspaniały
przymawierza,(f),spring,wiosna
przymiésmie,(adv),first,najpierw
przymy,(num),first,pierwszy
przyściędzej,(adv),yesterday,wczoraj
przywaty,(adj),private,prywatny
"pskamię, -mnie",(n),sin,grzech
pskar,"(v, 1)",sin,grzeszyć
psychiatr,(m),psychiatrist,psychiatr
psychiatrycy,(adj),psychiatic,psychiatryczny
psychicy,(adj),"psychic, mental",psychiczny
psycholog,(m),psychologist,psycholog
psychologia,(f),psychology,psychologie
psychologicy,(adj),psychological,psychologiczny
psychoza,(f),psychosis,psychoza
pszczyna,(f),fishing pool,staw rybny
puc,(m),well,studnia
pudórz,(m),shame,wstyd
pudziar sie,"(v, 4)","ashamed, to be",wstydzić się
puf,(m),fluff,puch
puk,(m),bit,trochę
pukar,"(v, 1)",knock,pukać
pukieł,(m),bit,trochę
puła,(f),chicken,kura
pum,(n),apple,jabłko
pum: pum ciararzy,,potato,ziemniak
"pumię, -tu",(n),"floor, ground",podłoga
punier (pp. pusty),"(v, 7)","put, place",umieścić
pupartać,(f),poverty,bieda
pupry,(adj),poor,"biedny, ubogi"
purgatorza,(f),purgatory,czyściec
put,(m),booze,alkohol (pot.)
putar,"(v, 1)",booze,chlać
putaty,(adj),drunk,pijany
puza,(f),rest,odpoczynek
puzar,"(v, 1)",rest,odpoczywać
pybiełkar,"(v, 1)",publish,opublikować
pybiełki,(adj),public,publiczny
pyciesyn,(m),son-of-a-bitch,skurwysyn
pylcz,(m),flea,pchła
pynier,"(v, 5)",punish,karać
pyń,(m),fist,pięść
pypiła,(f),pupil (eye),źrenica
pypła,(f),doll,lalka
pystła,(f),pimple,pryszcz
pyta,(f),whore,kurwa
radio,(n),radio,radio
radz,(m),ray,promień
radzar,"(v, 2)",shine,świecić
raja,(f),ray (fish),raja
rakieta,(f),rocket,rakieta
ram,(m),branch,gałędź
randła,(f),date (meeting),randka
rapidtać,(f),speed,prędkość
rapidy,(adj),quick (movement),prędki
raramięć,(adv),rarely,rzadko
rary,(adj),rare,rzadki
rawidy,(adj),furious,wściekły
rawioli,(m),ravioli,ravioli
rawla,(f),"anger, fury",gniew
razar,"(v, 1)",shave,golić
rąpier,"(v, 7)",break,łamać
rąpier: rąpier si kap dzie (jelkoju),,break one's head over,łamać sobie głowę nad
reagar,"(v, 1)",react,reagować
reakceń,(f),reaction,reakcja
realista,(m),realist,realista
regula,(f),rule,reguła
regularzy,(adj),regular,regularny
rekin,(m),shark,rekin
reklama,(f),commercial,reklama
relewaceń,(f),relevation,relewacja
reliżeń,(f),religion,religia
reliżuzy,(adj),religious,religijny
republika,(f),republic,republika
reszta,(f),rest,reszta
reumatyka,(f),rheumatism,reumatyzm
rewoluceń,(f),revolution,rewolucja
rewoluconarz,(m),revolutionary,rewolucjonista
rewoluconarzy,(adj),revolutionary,rewolucyjny
rezerwaceń,(f),reservation,rezerwacja
rezerwar,"(v, 1)",reserve,rezerwować
rezultat,(m),result,rezultat
roceń,(f),reason; understanding,racja; rozum
roceń: owiar roceń,,be right,mieć rację
rociekieł,(m),knuckle,kostka (palca)
rociewkar,"(v, 1)",ratify,ratyfikować
roconabły,(adj),reasonable,"rozumny, rozsądny"
roconały,(adj),rational,racjonalny
roconar,"(v, 1)",reason,rozumować
roczem,(m),grape,winogron
rodnaceń,(f),furnishing,"dekoracja, umeblowanie"
rodnar,"(v, 1)",furnish,"meblować, uporządkować"
rodnarzy,(adj),"normal, ordinary",zwykły
rodzicz,(f),root,rdzeń; marchewka
rodzień,(f),order,porządek
rodzień,(m),row,szereg
roguli,(adj),proud,dumny
rogultać,(f),pride,duma
rola,(f),role,rola
romanicy,(adj),Romance,romański
romans,(m),romance,romans
"ronamię, -mnie",(n),decoration,ozdoba
ronar,"(v, 1)",decorate,ozdobić
ropaczy,(adj),predator,drapieżny
ropina,(f),robbery,grabież
ros,(m),loft,strych
rot,(m),rat,szczur
rota,(f),wheel,koło
rotar,"(v, 1)","crazy, be/go",wariować
rotaty,(adj),crazy,zwariowany
rotędy,(adj),round,okrągły
rower,(m),bicycle,rower
roza,(f),rose,róża
ródz,(n),barley,jęczmień
rubry,(adj),red,czerwony
rudzi,(adj),rude,szorstki; gruboskórny
ruina,(f),ruin,"ruina, gruzy"
ruki,(adj),hoarse,zachrypnięty
rum,(m),rum,rum
rumany,(adj),Roman,rzymski
rur,"(v, irr.)",drive,jeździć
ruski,(adj),Russian,rosyjski
ruta,(f),way,droga
rutórz,(m),driver,kierowca
"ruwr, ruwrze",(n),oak,dąb
rycerz,(m),knight,rycerz
ryga,(f),"rut, furrow",rów
rymórz,(m),rumour,pogłoska
rysk,(n),risk,ryzyko
ryskar,"(v, 1)",risk,ryzykować
ryskęci,(adj),risky,ryzykowny
rytm,(n),rhythm,rytm
rytmicy,(adj),rhythmic,rytmiczny
rywaltać,(f),rivalry,rywalizacja
rywał,(m),rival,rywal
rywar,(m),computer,komputer
rzeba,(f),grass,trawa
rzebica,(f),"grass, marihuana",trawka
rzecewkar,"(v, 1)",rectify,prostować
rzecy,(adj),straight,prosty
rzecz,(m),hedgehog,jeż
rzeczepier,"(v, irr.)",receive,"dostawać, otrzymywać"
rzeczołar,"(v, 1)",distrust,nie ufać
rzeć,(n),"net, network, web",sieć
rzedar,"(v, irr.)",return,oddawać
rzedyceń,(f),reduction,"redukcja, obniżka"
rzedyczer,"(v, 7)",lead back; reduce,redukować
rzedziarzy,(adj),hereditary,odziedziczony
rzedziemier,"(v, 7)",rent,wynajmować
rzedzięceń,(f),rent,czynsz
rzedziętórz,(m),lodger,lokator
rzedź,(m),inheritor,"dziedzic, spadkobierca"
rzefleceń,(f),reflection,reflekcja
rzefyzar,"(v, 1)",refuse,odmawiać
rzegały,(adj),royal,królewski
rzeglik,(m),wren,strzyżyk
rzegła,(f),rule,reguła
rzegłarzemięć,(adv),regularly,regularnie
rzegłarzy,(adj),regular (frequent),regularny
rzej,(f),thing; case; affair,rzecz; sprawa
rzej: rzej kłara,(intj),"of course, clearly, obviously",rzecz jasna
rzejalemięć,(adv),indeed,rzeczywiście
rzejaltać,(f),reality,rzeczywistość
rzejalzar,"(v, 1)",realise,"realizować, urzeczywistnić"
rzejalzar: rzejalzar sie,"(v, 1)",realise,zdawać sobie sprawę
rzejały,(adj),"real, true","realny, prawdziwy"
rzejeń,(f),region,"rejon, zakres"
rzejestraceń,(f),regestration,rejestracja
rzejestrar,"(v, 1)",register,rejestrować
rzejęwnier,"(v, irr.)",find back,odnajdować
rzejna,(f),queen,królowa
rzejonały,(adj),regional,regionalny
"Rzejpybiełka, Rzeipybiełczej",(f),republic (only RTC),Rzeczpospolita
rzejpybiełkany,(adj),republican (only RTC),republikański (tylko R.D.K.)
rzekątaceń,(f),story,opowieść
rzekątar,"(v, 1)",tell,opowiadać
rzekiełtar,"(v, 1)",harvest,zbierać żniwo
rzekomędar,"(v, 1)",recommend,polecać
rzekrodar,"(v, 1)",record,nagrywać
rzekuniceń,(f),recognition,uznanie
rzekunieszczer (pp. -kunity),"(v, 8)",recognise,poznawać
rzekuprar,"(v, 1)","seize, take possession of","zajmować, schwycić"
rzelwar,"(v, 1)","console, comfort",pocieszać
rzełaceń,(f),"relation, relationship","związek, stosunek"
rzełasar sie,"(v, 1)",relax,rozluźnić się
rzem,(m),"oar, scull",wiosło
rzemaniar,"(v, 4)","remain, stay",zostać
rzemiecier,"(v, irr.)",send back,odsyłać
rzemiedz,(n),remedy,remedia
rzemuty,(adj),remote,oddalony
rzemytwar,"(v, 1)","reciprocate, return",odwzajemniać
rzeniar,"(v, 2)",rule,panować
rzeniatórz,(m),ruler,władca
rzenowaceń,(f),"renewal, renovation",odnowienie
rzenowar,"(v, 1)",renew,odnawiać
rzeń,(n),kingdom,królestwo
rzeparar,"(v, 1)",repair,naprawiać
rzepiotar,"(v, 1)",repeat,powtarzać
rzepotrzar,"(v, 2)",repatriate,repatriować
rzeprodyceń,(f),reproduction,reprodukcja
rzeprodyczer,"(v, 7)",reproduce,reprodukować
rzeprotar,"(v, 1)",report,zgłaszać
rzeprzędzier,"(v, 7)",take back,brać z powrotem
rzepunier (pp. rzepusty),"(v, 7)",place back,stawić z powrotem
rzepyniar (jelkój),"(v, 2)","scold, rebuke",wyzywać
rzerur,(v. irr.),drive back,jechać z powrotem
rzesistar (jelkój),"(v, 1)","resist, withstand",opierać się
rzeskrzywier,"(v, 7)",write back,odpisywać
rzesłowier,"(v, 7)",resolve,rozwiązywać
rzestar,"(v, 1)",remain (leftovers),pozostać
rzesturęca,(f),restaurant,restauracja
rzeszpąz,(n),answer,odpowiedz
rzeszpązabły,(adj),responsable,odpowiedzialny
rzeszpędziar,"(v, 4)",answer,odpowiadać
rześcityceń,(f),restitution,zwrot
rześpiec,(m),respect,wzgląd
rześpiec: sień rześpiece sur,,"notwithstanding, regardless",bez względu na
rześpiec: z rześpiece,,from the point of view of,pod względem
rześpiec: za rześpiece sur,,"regarding, because of",ze względu na
rześpieczer,"(v, 7)",respect,szanować
rześpieraceń,(f),breath,oddech
rześpierar,"(v, 1)",breathe,oddychać
rzetardar,"(v, 1)",slow down,zwalniać
rzetniar,"(v, irr.)","stop, retain",zatrzymywać
rzetrar,"(v, irr.)","retract, withdraw","cofać, cofnąć"
rzetry,(adv),back,wstecz
rzewidziar,"(v, 4)","see again, look back",widzieć ponownie
rzewla,(f),pea,groch
rzewnier,"(v, irr.)","return, come back",wracać
rzewokar,"(v, 1)",revoke,odwoływać
rzewrzydar,"(v, 1)","cool off, refrigerate",ochładzać
rzeż,(m),king,król
rzeżer,"(v, 7)",rule,rządzić
rzodtać,(f),heritage,"dziedzictwo, spadek"
rzodtar,"(v, 1)",inherit,odziedziczać
rzydziar,"(v, 4)",laugh,śmiać się
rzydziekłar,"(v, 1)",ridicule,"wyśmiewać, szemrać"
rzydziekłuzy,(adj),ridiculous,śmieszny
rzyki,(adj),rich,bogaty
rzypa,(f),"shore, riverside",brzeg
rzysier,"(v, 5)",succeed,udać się
rzyz,(m),laughter,śmiech
sabotar,"(v, 1)",sabotage,sabotować
sabotaż,(m),sabotage,sabotaż
sajta,(f),arrow,strzałka
saksofon,(m),saxophone,saksofon
sal,(m),salt,sól
sala,(f),sage (bot.),szałwia
saler,"(v, 6)","jump, leap",skakać
salon,(m),"living room, drawing-room",salon
sała,(f),hall,sala
sałt,(m),"jump, leap",skok
sałwar,"(v, 1)",save,zbawić
sałwatórz,(m),saviour,zbawiciel
saniewkar,"(v, 1)",make healthy,uzdrawiać
sany,(adj),healthy,zdrowy
sańtać,(f),health,zdrowie
sapier,"(v, 6)","know (how to), be able","znać, umieć"
sapięca,(f),knowledge,wiedza
sarczyna,(f),load,cieżar
sardy,(adj),deaf,głuchy
sarkieł,(n),hoe,motyka
sarżer,"(v, 7)",rise,podnosić się
sas,(n),stone,kamień
sasi,(adj),stone,kamienny
sawi,(adj),wise,mądry
sawtać,(f),wisdom,mądrość
sąciewkar,"(v, 1)",hallow,święcić
sąty,(adj),holy,święty
scena,(f),scene,scena
sekceń,(f),section,sekcja
seks,(m),sex,seks
seksualtać,(f),sexuality,seksualność
seksuały,(adj),sexual,seksualny
seksy,(adj),sexy,seksowny
sekunda,(f),second,sekunda
sem,(prep +2),above,nad
senat,(m),senate,senat
senatórz,(m),senator,senator
seriał,(m),TV series,serial
serwis,(m),service,"usługa, serwis"
sezon,(m),season,"sezon, pora roku"
sęgień,(m),blood,krew
sęgniar,"(v, 2)",bleed,krwawić
sfędar,"(v, 1)",sink,utopić się
sfędoławarz,(m),kitchen sink,zlewozmywak
sfrocar,"(v, 2)",do your best,starać się
sfucier sie,"(v, 7)",fuck off,"spieprzać, odpieprzać się"
sfugar,"(v, 1)","cast out, expel",wyganiać
siała,(f),saddle,siodło
siałar,"(v, 1)",saddle,siodłać
siara,(f),saw,piła
siarar,"(v, 1)",saw,piłować
siąprz,(adv),always,zawsze
"sie (siej, si)",(pron.refl.),oneself,się
sieciana,(f),week,tydzień
siecianarz,(m),weekly mazagine,tygodnik
sieciębierz,(m),September,wrzesień
sieć,(f),thirst,pragnienie
sieć,(num),seven,siedem
siećczęcieśmy,(num),seven hundredth,siedemsetny
siećczętór,(num),seven hundred,siedemset
siećmy,(num),seventh,siódmy
siećsprzedczy,(num),seventeen,siedemnaście
siećsprzedzieśmy,(num),seventeenth,siedemnasty
siedź,(f),chair,krzesło
siekądy,(num),second,drugi
siekiertać,(f),safety,bezpieczeństwo
siekiery,(adj),safe,bezpieczny
siekrzot,(n),secret,tajemnica
siekrzoty,(adj),secret,tajny
"siemię, -mnie",(n),seed,nasienie
siemlura,(f),half an hour,pół godziny
sień,(prep +2),without,bez
"sień, śniu",(m),bosom,złom
sieńdomieski,(adj),homeless,bezdomny
sieńkód,(conj),without,"bez tego, że"
siepieler,"(v, 5)",bury,pochować
siepla,(f),cuttle-fish,ośmiornica
siepółkier,(n),grave,grób
sieręga,(f),syringe,strzykawka
sieskar,"(v, 1)",dry,suszyć
sieski,(adj),dry,suchy
sieszeń,(f),session,posiedzenie
sietwaśmy,(num),seventieth,siedemdziesiąty
sietwięta,(num),seventy,siedemdziesiąt
siewiortać,(f),severity,surowość
siewiory,(adj),severe,surowy
siębieltać,(f),"alikeness, similarity",podobieństwo
siębieltydzień,(f),equality,równość
sięblemięć,(adv),"similarly, alike",jednakowo
siębłar,"(v, 1)",seem,wydawać się
siębły,(adj),similar,podobny
sięcier (perf. siąszy),"(v, 5)",feel,czuć
sięcięca,(f),sentence,zdanie
sięczerzy,(adj),sincere,"szczery, prawdziwy"
sięgłamięć,(adv),only,"jedynie, tylko"
sięgłarzy,(adj),single,pojedynczy
sięgły,(adj),only,jedyny
siępeł,(n),example,przykład
siępilcze,(adv),"just, simply","zwykle, po prostu, zwyczajnie"
siępilczy,(adj),simple,"prosty, łatwy"
"siępłar, -arze",(n),copy,egzemplarz
siępłarzy,(adj),exemplary,przykładowy
siętarz,(m),footpath,"ścieżka, chodnik"
"siętmię, -tu",(n),feeling,"poczucie, uczucie"
sięz,(m),sense,zmysł
siężyciwtać,(f),sensitivity,wrażliwość
siężyciwy,(adj),sensitive,wrażliwy
silyc,(n),silicon,krzem
sinuzy,(adj),"tortuous, crooked",kręty
siodyczer,"(v, 7)",seduce,"uwodzić, podrywać"
siora,(f),evening,wieczór
sios,(m),"sex, gender","płeć, rodzaj"
siota,(f),silk,jedwab
skadzier,"(v, 7)",fall off; beat if,spadać
skandynawki,(adj),Scandinavian,skandynawski
skarszeń,(f),excursion,wycieczka
skierar,"(v, 1)",cure,"wyleczyć, uleczyć"
skitar,"(v, 1)","execute, carry out",wykonywać
skleża,(f),church,kościół
skomiecier sie,"(v, irr)",bet,zakładać się
skomiza,(f),bet,zakład
skroca,(f),bark,kora
skrzeszczer (1. skrzosku),"(v, 8)",grow out,wyrosnąć
skrzypt,(n),script,pismo
skrzyptera,(f),writing,pismo
skrzypterały,(adj),"written, in writing",pisemny
skrzyptórz,(m),"scribe, writer","pisarz, skryba"
skrzyptrzyca,(f),writer (female),pisarka
skrzywier (perf. skrzypszy),"(v, 7)",write,pisać
skuzar,"(v, 1)","excuse, forgive",wybaczyć
skwierzer sie (1. skwiaru),"(v, 7)",ask,spytać się
słabtać,(f),weakness,słabość
słaby,(adj),weak,słaby
Słowian,(m),Slav,słowianin
słowiany,(adj),Slavic,słowiański
słowier,"(v, 7)",solve,rozwiązać
słuwa,(f),forest,las
słuwokultura,(f),forestry,leśnictwo
"słuwr, -rze",(n),sulphur,siarka
smoła,(f),tar,smoła
snorysta,(m),snorist,snorysta
snoryzm,(m),snorism,snoryzm
"sobeł, -błu",(n),sand,piasek
sobota,(f),Saturday,sobota
sociewkar,"(v, 1)",satisfy,"zadowalać, zaspokajać"
sociewkaty,(adj),satisfied,zadowolony
soczaliski,(adj),socialist,socjalizm
soczalista,(m),socialist,socjalista
soczalizm,(n),socialism,socjalizm
soczałdemokratycy,(adj),social-democratic,socjaldemokratyczny
soczały,(adj),social,"socjalny, społeczny"
soczotać,(f),society,społeczeństwo
"sokramię, -tu",(n),oath,przysięga
sokrarza,(f),sanctuary,sanktuarium
sokry,(adj),"sacred, holy","uświęcony, święty"
sokrzewkar,"(v, 1)",sacrifice,poświęcać
sold,(m),"solidus, shilling",szelądz
soldat,(m),soldier,żołnierz
solidartać,(f),solidarity,solidarność
solidarzy,(adj),solidary,solidarny
solidy,(adj),solid,solidny
sołyceń,(f),solution,rozwiązanie
sołyć,(f),wealth,dobrobyt
sołytać,(f),greeting,ukłon
sołytar,"(v, 1)",greet,pozdrawiam
soniar,"(v, 2)",dream,śnić
soń,(n),dream,sen
sopórz,(m),taste,smak
"sopran, -u",(f),soprano,sopranistka
sopuń,(f),soap,mydło
sos,(m),sauce,sos
sosna,(f),pine,sosna
soszek,(m),sack,worek
sódz,(n),sodium,sód
sól,(n),bottom,dno
sórz,(f),sister,siostra
sparaceń,(f),separation,"rozłąka, separacja"
sparar,"(v, 1)",separate,oddzielić
sparaty,(adj),separate,oddzielny
specjaliski,(adj),specialist,specjalistyczny
specjalista,(m),specialist,specjalista
spieler,"(v, 7)",expel,wyganiać
spięzar,"(v, 1)","make up, think out",wymyśleć
spirytualtać,(f),spirituality,spirytualność
spirytuały,(adj),spiritual,duchowy
splar,"(v, 2)","reinforce, fill","zasilać, dopełniać"
splekaceń,(f),explanation,wyjaśnienie
splekar,"(v, 1)",explain,"wyjaśniać, wytłumaczyć"
splędórz,(m),splendor,błysk
splędy,(adj),splendid,błyszczący
splędzieszczer,"(v, 8)",shine,błyskać
spłudar,"(v, 1)",explode,"wybuchać, eksplodować"
spłurar,"(v, 1)",explore,"badać, eksplorować"
spłuratórz,(m),explorer,"badacz, eksplorator"
spłużeń,(f),explosion,wybuch
sporłar,"(v, 1)","speak out, pronounce","wymawiać, wysłowić"
sport,(m),sport,sport
spozar,"(v, 1)",suppose,"zakładać, przypuszczać"
sprany,(adj),sovereign,suwerenny
sprot,(m),support,"wsparcie, poparcie"
sprotar,"(v, 1)",support,"wspierać, popierać"
sprzedczoonik,(m),teenager,nastolatek
sprzerzy,(adj),higher (comparative of jałty),wyższy
sprześmy,(adj),highest (superlative of ałty),najwyższy
sprzymier,"(v, 7)",express,wyrażać
spunier (pp. spusty),"(v, 7)",expose,eksponować
spyjer,"(v, 7)",spit,pluć
spyma,(f),foam,piana
spymuzy,(adj),foaming,pienisty
spyt,(n),saliva,ślina
srodzie,(f.pl.),garbage,śmieci
srodzier,"(v, 5)",make dirty,"brudzić, śmiecić"
sródtydzień,(f),despicability,godność pogardy
sródy,(adj),dirty,brudny
stabeł,(n),stable,stajnia
stabieltać,(f),stability,stabilność
stabler,"(v, 5)","establish, settle",ustalić
stabler: stabler sie,,settle,osiąść
stabły,(adj),stable,stabilny
staceń,(f),"station, stop","dworzec, przystanek"
stacier,"(v, 7)",put (in an upward position),stawić
stać,(f),summer,lato
stadz,(n),stadium (1066 m),stadium (1066 m)
stalar,"(v, 2)",cut off,"ścinać, odcinać"
standarty,(adj),standard,standardowy
star,"(v, 1)",stand;,stać
star: star sie,"(v, 1)",happen,stać się
starn,(m),starling,szpak
stat,(m),state,"stan, państwo"
statarzy,(adj),state,państwowy
statwa,(f),statue,"posąg, pomnik"
statycy,(adj),static,statyczny
stawiecz,(adv),now,teraz
stłuty,(adj),stupid,głupi
stniar,"(v, irr.)","stand, endure",wytrzymywać
stolica,(f),capital,stolica
stoła,(f),stable,obora
stomak,(m),stomach,żołądek
stoń,(n),"pond, pool","staw, sadzawka"
stoszka,(f),stake,"pal, słup"
stotera,(f),"shape, figure",kształt
stracierzestrzy,(adj),extraterrestrial,pozaziemski
strani,(adj),strange,dziwny
strar,"(v, irr.)",pull down,ściągać
strarodnarzemięć,(adv),extraordinarily,niezwykle
strarodnarzy,(adj),extraordinary,niezwykły
strat,(m),"street, pavement",bruk
strągłar,"(v, 1)",strangle,dusić
strąkar,"(v, 1)",cut off,"ucinać, ścinać"
struktura,(f),structure,struktura
stryc,(m),ostrich,struś
strzeb,(m),noise,hałas
strzebdar,"(v, 1)",make noise,hałasować
strzecy,(adj),tight,"ciasny, obcisły"
strzemalemięć,(adv),extremely,ekstremalnie
strzemały,(adj),extreme,ekstremalny
stupidtać,(f),stupidity,"głupość, głupota"
stupidy,(adj),stupid,głupi
stupidzica,(f),"nonsense, rubbish",głupota
stydz,(n),"practise, study","ćwiczenie, studia"
